8.144097,21.47536,1.9840615
7.9376583,21.885967,1.9542204
10.314875,21.42812,1.9676797
11.55373,22.03372,2.0400357
13.800824,21.348063,1.9684333
15.489615,22.065285,2.0109854
15.852474,22.050283,1.9535363
19.146063,21.900314,1.8550371
20.04582,22.289986,1.8876637
18.898943,21.808472,1.9231248
21.002653,22.158133,1.9618417
23.239424,22.05989,2.0421834
22.963728,22.293663,2.0060897
29.554878,22.12583,1.9093202
30.545553,21.79419,1.9460497
30.32746,21.297865,1.9938514
29.986507,21.73017,1.9232994
31.25121,21.82077,2.0122156
31.89443,21.781563,1.8811281
33.98741,22.054209,1.9296093
35.790966,21.80887,1.8625358
36.985035,21.753328,1.9023687
38.969063,21.78278,1.8662359
40.022984,21.45882,1.8909782
41.068027,21.329533,1.8156796
42.9562,21.508293,1.8114109
43.02899,21.292753,1.8093133
44.681355,21.81063,1.6601319
44.683113,22.896763,1.8883984
44.734848,24.974825,1.939826
44.768784,25.387379,1.9596245
44.415615,26.290895,2.0162988
43.540062,29.755114,1.8169748
44.65828,30.102734,1.7257657
44.869865,30.651215,1.7530437
44.22961,31.331814,1.9082392
42.412334,30.995548,1.7469537
44.832573,33.326904,1.81537
45.311916,35.179985,1.691705
45.582077,35.016666,1.6146
45.63113,34.344936,1.7853546
46.078205,35.600975,1.8656565
46.026215,36.167576,1.8028024
49.364082,37.31431,1.7464123
47.4776,36.678463,1.8215562
51.25178,37.510048,1.7442055
50.780365,36.56014,1.9225068
51.891113,37.6033,1.8039206
55.072624,37.70259,1.939089
53.524006,37.82356,1.7964584
56.11409,37.876747,2.29542
58.246506,37.844467,2.0321784
60.909267,37.599594,2.0096974
61.208878,37.847065,2.0468812
62.08972,37.769928,2.1768413
64.56704,37.913147,2.1684217
66.00946,38.262863,2.1134982
64.512726,37.80502,2.240983
67.35895,37.858147,2.145543
67.79336,38.147873,2.1174197
67.2619,37.817165,2.190062
70.815475,38.408485,2.1268575
69.54082,38.187836,2.1007304
65.311386,38.099884,2.143156
61.882416,37.73176,2.1003566
63.511242,37.54555,2.1463194
64.30263,37.60752,2.10679
63.038586,37.632397,1.982569
60.34708,37.731194,1.9674131
58.096275,37.990963,2.197936
56.451546,37.860497,2.1145058
55.18205,37.49414,1.9554183
51.583282,37.633614,1.8450125
50.225357,37.511547,1.8405328
52.150784,37.76676,1.7461138
48.009037,37.13381,1.7004218
46.51351,36.777073,1.839405
44.91436,35.24953,1.6853254
45.76776,35.44841,1.7866809
46.57033,36.148113,1.8893918
45.542576,34.774223,1.8359731
45.143013,34.166706,1.8133084
45.08211,29.752747,1.8473778
45.65771,29.64562,1.8370119
37.859318,29.562878,1.8890288
40.76857,30.523682,1.7918547
39.637276,30.369398,1.752886
39.228672,30.387365,1.8190681
